category,question,question_image,question_hint,type,published,wrong_answer_text,right_answer_text,explanation,user_explanation,not_influence_to_score,weight,answers,options,question_title,tags,id
Nomenclatura náutica,&lt;p&gt;¿Qué es el barbotén?&lt;/p&gt;,,,radio,1,,,,off,off,1,Un tambor firmemente unido al otro extremo del eje del molinete.::0::0::::::A::1::::;;La pieza que permite embragar y desembragar el eje del molinete.::0::0::::::A::2::::;;Una máquina eléctrica o hidráulica que se emplea para virar y arriar la cadena del ancla.::0::0::::::A::3::::;;Una corona con muescas donde se acoplan los eslabones de la cadena.::1::0::::::A::4::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1
Reglamento (RIPA),"&lt;p&gt;De acuerdo a la Regla 15 del RIPA, cuando dos buques de propulsión mecánica se crucen con riesgo de abordaje, el buque que tenga al otro por su costado de estribor:&lt;/p&gt;",,,radio,1,,,,off,off,1,"Encenderá la luz de alcance intermitentemente para avisar del peligro al otro buque, y mantendrá rumbo y velocidad.::0::0::::::A::14485::::;;Se mantendrá apartado de la derrota de este otro y, si las circunstancias lo permiten, evitará cortarle la proa.::1::0::::::A::14486::::;;No debe maniobrar en ningún caso, sino que parará máquinas y suprimirá la arrancada hasta que le haya rebasado el otro buque.::0::0::::::A::14487::::;;Caerá obligatoriamente a estribor de forma que pase por la banda de babor del otro.::0::0::::::A::14488::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3622
Reglamento (RIPA),"&lt;p&gt;Según la Regla 9 del RIPA, en relación con los buques que naveguen a lo largo de un paso o canal angosto, ¿cuál de las siguientes afirmaciones es CORRECTA?&lt;/p&gt;",,,radio,1,,,,off,off,1,"Se mantendrán lo más cerca posible del límite interior del paso o canal, siempre que puedan hacerlo sin que ello entrañe peligro.::0::0::::::A::14489::::;;Los buques de eslora inferior a 20 metros, los buques de vela y los buques dedicados a la pesca, navegarán libremente dentro de un paso o canal angosto.::0::0::::::A::14490::::;;Siempre que las circunstancias lo permitan, los buques evitarán fondear en un canal angosto.::1::0::::::A::14491::::;;Se mantendrán lo más cerca posible del límite exterior del paso o canal que quede por su costado de babor, siempre que puedan hacerlo sin que ello entrañe peligro.::0::0::::::A::14492::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3623
Reglamento (RIPA),"&lt;p&gt;Según la Regla 34.e del RIPA, los buques que se aproximen a un recodo o zona de un paso o canal en donde, por estar obstruida la visión, no puedan ver a otros buques, harán sonar:&lt;/p&gt;",,,radio,1,,,,off,off,1,"Una pitada larga.::1::0::::::A::14493::::;;Una pitada corta.::0::0::::::A::14494::::;;Dos pitadas largas consecutivas separadas por un intervalo de unos dos segundos entre ambas.::0::0::::::A::14495::::;;Cuatro pitadas consecutivas, a saber, una pitada larga seguida de tres cortas.::0::0::::::A::14496::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3624
Reglamento (RIPA),"&lt;p&gt;De acuerdo a la Regla 21 del RIPA, la “luz de tope” es:&lt;/p&gt;",,,radio,1,,,,off,off,1,"Una luz blanca colocada sobre el eje longitudinal del buque, que muestra su luz sin interrupción en todo un arco de horizonte de 225 grados.::1::0::::::A::14497::::;;Una luz blanca colocada lo más cerca posible de la popa, que muestra su luz sin interrupción en todo un arco de horizonte de hasta 135 grados.::0::0::::::A::14498::::;;Una luz amarilla colocada lo más cerca posible de la popa, que muestra su luz sin interrupción en todo un arco de horizonte de hasta 135 grados.::0::0::::::A::14499::::;;Una luz que es visible sin interrupción en un arco de horizonte de 360 grados.::0::0::::::A::14500::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3625
Reglamento (RIPA),"&lt;p&gt;De acuerdo con la Regla 20 del RIPA, las reglas relativas a marcas:&lt;/p&gt;",,,radio,1,,,,off,off,1,Deberán cumplirse de día y en todas las condiciones meteorológicas.::1::0::::::A::14501::::;;Son de cumplimiento voluntario.::0::0::::::A::14502::::;;No son preceptivas debido a que siempre complementan a las Reglas de luces.::0::0::::::A::14503::::;;Sólo son obligatorias en condiciones de visibilidad reducida.::0::0::::::A::14504::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3626
Reglamento (RIPA),"&lt;p&gt;De acuerdo con la Regla 28 del RIPA, si observamos un buque exhibiendo en el lugar más visible, tres luces rojas todo horizonte en línea vertical o un cilindro, se tratará de:&lt;/p&gt;",,,radio,1,,,,off,off,1,Un buque sin gobierno.::0::0::::::A::14505::::;;Un buque empujado por otro.::0::0::::::A::14506::::;;Un buque empujando a otro.::0::0::::::A::14507::::;;Un buque de propulsión mecánica restringido por su calado.::1::0::::::A::14508::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3627
Maniobra y navegación,&lt;p&gt;La definición de “tesar” es:&lt;/p&gt;,,,radio,1,,,,off,off,1,"Dar vueltas al cabrestante para levar las anclas o suspender otras cosas de mucho peso que hay que meter en la embarcación o sacar de ella.::0::0::::::A::14509::::;;Poner tirantes los cabos y cadenas, velas, toldos y cosas semejantes.::1::0::::::A::14510::::;;Dar igual grado de tensión a varios cables o hacer que empiece a trabajar uno de ellos.::0::0::::::A::14511::::;;Soltar o aflojar la escota u otro cabo para disminuir su trabajo.::0::0::::::A::14512::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3628
Maniobra y navegación,"&lt;p&gt;En una maniobra de ciaboga con una hélice, dando atrás, ¿cuál de las siguientes afirmaciones es INCORRECTA?&lt;/p&gt;",,,radio,1,,,,off,off,1,"Si la hélice es dextrógira la popa caerá a babor.::0::0::::::A::14513::::;;Si la hélice es levógira la popa caerá a estribor.::0::0::::::A::14514::::;;Si la hélice es dextrógira la popa caerá a estribor.::1::0::::::A::14515::::;;La caída de la popa es independiente del tipo de hélice, dependerá de la banda a la que esté metido el timón.::0::0::::::A::14516::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3629
Emergencias en la mar,&lt;p&gt;¿Cuál de las siguientes afirmaciones es INCORRECTA?&lt;/p&gt;,,,radio,1,,,,off,off,1,"Tras una varada involuntaria es primordial tener en cuenta los daños en la obra viva y las posibles vías de agua, a la hora de reflotar la embarcación.::0::0::::::A::14517::::;;Tras un abordaje no hay que separar inmediatamente las embarcaciones para mitigar las averías sufridas.::0::0::::::A::14518::::;;Tras una varada en las rocas lo prioritario es comprobar la distribución de los pesos a bordo, compensando la escora, y dar atrás con el motor.::1::0::::::A::14519::::;;Si se ha producido una vía de agua cerca de la línea de flotación, es conveniente escorar la embarcación a la banda contraria para reducir la inundación.::0::0::::::A::14520::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3630
Emergencias en la mar,"&lt;p&gt;En relación con el servicio Centro Radio-Médico Español, ¿cuál de las siguientes afirmaciones es CORRECTA?&lt;/p&gt;",,,radio,1,,,,off,off,1,"La asistencia médica de urgencia a distancia es gratuita y se realiza en español e inglés.::0::0::::::A::14521::::;;Se puede contactar directamente por telefonía móvil en el número 91 308 33 02.::0::0::::::A::14522::::;;La asistencia médica está disponible todos los días del año, las 24 horas del día.::1::0::::::A::14523::::;;Se recomienda realizar las consultas no urgentes o de control entre las 15:00 y las 20:00 horas (hora de Madrid).::0::0::::::A::14524::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3631
Emergencias en la mar,"&lt;p&gt;En el caso de que se declare un incendio a bordo, ¿qué NO se debe hacer?&lt;/p&gt;",,,radio,1,,,,off,off,1,"Cortar el gas y la energía eléctrica y alejar del fuego todo material inflamable.::0::0::::::A::14525::::;;Cerrar todas las escotillas, puertas y tomas de aire para no alimentar el fuego.::0::0::::::A::14526::::;;Luchar contra el fuego con extintores apropiados al tipo de incendio, atacando la base del fuego, no las llamas.::0::0::::::A::14527::::;;Posicionar la embarcación de forma que el foco principal del incendio a quede a barlovento, para evitar la propagación del fuego.::1::0::::::A::14528::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3632
Meteorología,"&lt;p&gt;De las siguientes opciones, señale la afirmación INCORRECTA en relación con las fuentes válidas para obtener información meteorológica:&lt;/p&gt;",,,radio,1,,,,off,off,1,Agencia Estatal de Meteorología (AEMET).::0::0::::::A::14529::::;;Agencia Mundial de Meteorología (AMMET).::1::0::::::A::14530::::;;Boletines informativos de Radio Televisión Española (RTVE).::0::0::::::A::14531::::;;Anuncios en redes sociales del Organismo competente del Ministerio para Transición Ecológica y el Reto Demográfico.::0::0::::::A::14532::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3633
Meteorología,"&lt;p&gt;De acuerdo a su definición, ¿cuál de los siguientes comportamientos no implica forzosamente una variación en la intensidad del viento?&lt;/p&gt;",,,radio,1,,,,off,off,1,Calmar.::0::0::::::A::14533::::;;Refrescar.::0::0::::::A::14534::::;;Rolar.::1::0::::::A::14535::::;;Caer.::0::0::::::A::14536::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3634
Meteorología,"&lt;p&gt;En relación con las borrascas, señale la afirmación INCORRECTA:&lt;/p&gt;",,,radio,1,,,,off,off,1,Son regiones donde la presión atmosférica es más baja que la del aire circundante.::0::0::::::A::14537::::;;El aire fluye hacia su interior.::0::0::::::A::14538::::;;El aire desciende en su interior.::1::0::::::A::14539::::;;El movimiento de aire asociado produce formación de nubosidad y precipitaciones.::0::0::::::A::14540::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3635
Meteorología,&lt;p&gt;La escala Beaufort:&lt;/p&gt;,,,radio,1,,,,off,off,1,"Es una tabla admitida internacionalmente con los grados de intensidad de la mar y la altura de ola equivalente.::0::0::::::A::14541::::;;Clasifica la intensidad del viento siendo 10 el máximo de la escala.::0::0::::::A::14542::::;;Es una medida empírica de la intensidad del viento en el medio marino y su escala va de 0 a 12.::1::0::::::A::14543::::;;Va de 0 a 12, siendo la escala de velocidad del viento decreciente.::0::0::::::A::14544::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3636
Teoría de la navegación,&lt;p&gt;El ángulo formado entre el meridiano geográfico y el meridiano magnético se denomina:&lt;/p&gt;,,,radio,1,,,,off,off,1,Corrección total.::0::0::::::A::14545::::;;Declinación magnética.::1::0::::::A::14546::::;;Ángulo isogónico.::0::0::::::A::14547::::;;Desvío.::0::0::::::A::14548::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3637
Teoría de la navegación,"&lt;p&gt;Suponiendo la existencia de viento por la amura, para corregir el abatimiento y finalmente hacer un rumbo de superficie deseado:&lt;/p&gt;",,,radio,1,,,,off,off,1,Hay que modificar el rumbo verdadero en el sentido contrario al abatimiento.::1::0::::::A::14549::::;;Hay que modificar el rumbo verdadero en el sentido del abatimiento.::0::0::::::A::14550::::;;Hay que modificar el rumbo de superficie sumándole el abatimiento.::0::0::::::A::14551::::;;Hay que modificar el rumbo hacia la banda contraria por la que viene el viento.::0::0::::::A::14552::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3638
Teoría de la navegación,&lt;p&gt;¿Cuál de las siguientes afirmaciones es INCORRECTA?&lt;/p&gt;,,,radio,1,,,,off,off,1,El viento actúa sobre la obra viva del barco produciendo una deriva respecto del rumbo.::1::0::::::A::14553::::;;La deriva es la desviación de la derrota de una embarcación por efecto de la corriente.::0::0::::::A::14554::::;;El ángulo entre la línea de crujía y el nuevo rumbo que toma el barco por la acción del viento se llama abatimiento.::0::0::::::A::14555::::;;El abatimiento es positivo si el barco abate a estribor y negativo si abate a babor.::0::0::::::A::14556::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3639
Teoría de la navegación,"&lt;p&gt;Navegando en una embarcación se lee en el compás rumbo SW, en ese momento se encuentra bajo el efecto una corriente de 4 nudos con dirección NW. Por lo tanto, se sabe que la embarcación:&lt;/p&gt;",,,radio,1,,,,off,off,1,Sufrirá un abatimiento a estribor.::0::0::::::A::14557::::;;Sufrirá un abatimiento a babor.::0::0::::::A::14558::::;;Derivará a estribor.::1::0::::::A::14559::::;;Derivará a babor.::0::0::::::A::14560::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3640
Teoría de la navegación,&lt;p&gt;En las cartas mercatorianas una milla es:&lt;/p&gt;,,,radio,1,,,,off,off,1,Un minuto de arco de ecuador.::1::0::::::A::14561::::;;Un minuto de longitud.::0::0::::::A::14562::::;;Un minuto de latitud.::1::0::::::A::14563::::;;Un minuto de arco de paralelo.::0::0::::::A::14564::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3641
Carta de navegación,"&lt;p&gt;Dadas las coordenadas del punto con latitud 36º 07,3'N y Longitud 005º 45,8'W, sitúelo en la carta e indique de que punto se trata:&lt;/p&gt;",,,radio,1,,,,off,off,1,"Es el pico más alto de la Sierra de la Plata, dentro del parque natural del Estrecho, cerca de la Ensenada de Bolonia.::1::0::::::A::14565::::;;Es un faro.::0::0::::::A::14566::::;;Se trata de la Torre de Gracia.::0::0::::::A::14567::::;;Es el risco saliente en Punta de Gracia.::0::0::::::A::14568::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3642
Carta de navegación,"&lt;p&gt;Situados a 3,5 millas al sur verdadero del faro de Cabo Trafalgar del día 5 de abril de 2013 con una velocidad de 5 nudos ponemos rumbo para pasar a 2 millas al sur de la marca cardinal Este situada en las proximidades de Barbate. Sabiendo que el desvío de la aguja es 2º (-), ¿cuál de las siguientes respuestas más se aproxima al Rumbo de Aguja de nuestra embarcación?&lt;/p&gt;",,,radio,1,,,,off,off,1,"080,9º.::0::0::::::A::14569::::;;106,9º.::0::0::::::A::14570::::;;095,9º.::0::0::::::A::14571::::;;099,5º.::1::0::::::A::14572::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3643
Carta de navegación,"&lt;p&gt;Navegando a rumbo de aguja=N45E, a HRB=21:20, tomamos demora de aguja a Cabo Espartel (S20E) y marcación a Punta Malabata (70º estribor). Una vez situados, ponemos rumbo a pasar a 3 millas de Punta Cires, con una velocidad de máquinas de 12 nudos. Se pide calcular la HRB a la que pasaremos al sur verdadero de Isla Tarifa, suponiendo que en el momento de la navegación existe una declinación magnética de 5º (-) en la zona y que no existe desvío para ningún rumbo.&lt;/p&gt;",,,radio,1,,,,off,off,1,HRB=22:52.::1::0::::::A::14573::::;;HRB=22:45.::0::0::::::A::14574::::;;HRB=22:57.::0::0::::::A::14575::::;;HRB=22:43.::0::0::::::A::14576::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,3644
