category,question,question_image,question_hint,type,published,wrong_answer_text,right_answer_text,explanation,user_explanation,not_influence_to_score,weight,answers,options,question_title,tags,id
Meteorología,&lt;p&gt;¿Qué se entiende por fetch?&lt;/p&gt;,,,radio,1,,,,off,off,1,La fuerza que ejerce el viento.::0::0::::::A::26053::::;;El número de horas que ha soplado el viento en la misma dirección.::0::0::::::A::26054::::;;La altura media de las olas en metros.::0::0::::::A::26055::::;;La extensión en la que sopla el viento en la misma dirección e intensidad.::1::0::::::A::26056::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6514
Meteorología,&lt;p&gt;¿Cómo se llaman las líneas que unen puntos de igual presión?&lt;/p&gt;,,,radio,1,,,,off,off,1,Isobaras.::1::0::::::A::26057::::;;Isalobaras.::0::0::::::A::26058::::;;Isohipsas.::0::0::::::A::26059::::;;Isotermas.::0::0::::::A::26060::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6515
Meteorología,"&lt;p&gt;En el hemisferio Norte, en una borrasca, los vientos circulan…&lt;/p&gt;",,,radio,1,,,,off,off,1,De Norte a Sur.::0::0::::::A::26061::::;;De Sur a Norte.::0::0::::::A::26062::::;;En el sentido de las agujas del reloj.::0::0::::::A::26063::::;;En el sentido contrario a las agujas del reloj.::1::0::::::A::26064::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6516
Teoría de la navegación,&lt;p&gt;¿Cómo se llama el círculo máximo que pasa por los Polos y por las coordenadas de nuestra situación?&lt;/p&gt;,,,radio,1,,,,off,off,1,Meridiano del lugar.::1::0::::::A::26065::::;;Meridiano de situación.::0::0::::::A::26066::::;;Paralelo de situación.::0::0::::::A::26067::::;;Paralelo del lugar.::0::0::::::A::26068::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6517
Teoría de la navegación,"&lt;p&gt;De las siguientes respuestas, indique cual es una línea de posición&lt;/p&gt;",,,radio,1,,,,off,off,1,Un rumbo de aguja.::0::0::::::A::26069::::;;Una enfilación.::1::0::::::A::26070::::;;El abatimiento.::0::0::::::A::26071::::;;El desvío.::0::0::::::A::26072::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6518
Teoría de la navegación,&lt;p&gt;Un minuto de latitud corresponde con…&lt;/p&gt;,,,radio,1,,,,off,off,1,Una milla.::1::0::::::A::26073::::;;Una yarda.::0::0::::::A::26074::::;;Una braza.::0::0::::::A::26075::::;;Un cable.::0::0::::::A::26076::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6519
Teoría de la navegación,&lt;p&gt;¿Cómo se denomina el desplazamiento que sufre una embarcación por efecto de la corriente?&lt;/p&gt;,,,radio,1,,,,off,off,1,Marea.::0::0::::::A::26077::::;;Desvío.::0::0::::::A::26078::::;;Abatimiento.::0::0::::::A::26079::::;;Deriva.::1::0::::::A::26080::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6520
Teoría de la navegación,&lt;p&gt;Al ángulo formado por el meridiano magnético y el meridiano geográfico se le denomina…&lt;/p&gt;,,,radio,1,,,,off,off,1,Desvío.::0::0::::::A::26081::::;;Corrección total.::0::0::::::A::26082::::;;Declinación magnética.::1::0::::::A::26083::::;;Demora.::0::0::::::A::26084::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6521
Carta de navegación,"&lt;p&gt;Situados a 3 millas al Sur verdadero del faro de Punta Europa, damos rumbo a pasar a 1 milla al Sur verdadero del faro de isla de Tarifa con declinación magnética de 2° NW y desvío de aguja de (-3°). Calcule el rumbo de aguja (Ra).&lt;/p&gt;",,,radio,1,,,,off,off,1,245º::0::0::::::A::26085::::;;250º::0::0::::::A::26086::::;;255º::1::0::::::A::26087::::;;262º::0::0::::::A::26088::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6522
Carta de navegación,&lt;p&gt;Nos encontramos al Este del faro de Punta Europa y tomamos demora de aguja (Da) al faro de Punta Almina = 187º. La variación local es de 2º NW y el desvío de aguja de (-5º). ¿Cuál es nuestra posición en este instante?&lt;/p&gt;,,,radio,1,,,,off,off,1,"36º 06,6’N – 005º 16,8’W::1::0::::::A::26089::::;;36º 08,8’N – 005º 18,2’W::0::0::::::A::26090::::;;36º 04,2’N – 005º 14,3’W::0::0::::::A::26091::::;;36º 02,3’N – 005º 12,4’W::0::0::::::A::26092::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6523
Carta de navegación,"&lt;p&gt;A las 14:00 horas, en situación Latitud = 35º 50’N y Longitud = 006º 10’W, navegamos al Rumbo verdadero 060º y velocidad de 6 nudos. Calcule la situación a las 17:00 horas.&lt;/p&gt;",,,radio,1,,,,off,off,1,"36º 05,4’N – 006º 03,7’W::0::0::::::A::26093::::;;35º 58,8’N – 005º 51,0’W::1::0::::::A::26094::::;;36º 03,4’N – 005º 58,5’W::0::0::::::A::26095::::;;36º 03,4’N – 006º 03,7’W::0::0::::::A::26096::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6524
Carta de navegación,"&lt;p&gt;Situados en las coordenadas 35º 45’N / 006º 15’W, damos rumbo verdadero hacia un punto P, cuyas coordenadas son 36º 00,0’N / 006º 00,0’W. Con velocidad de la embarcación de 10 nudos y corrección total de 8º (NW). Calcular el rumbo de aguja al punto P.&lt;/p&gt;",,,radio,1,,,,off,off,1,034º::0::0::::::A::26097::::;;043º::0::0::::::A::26098::::;;047º::1::0::::::A::26099::::;;053º::0::0::::::A::26100::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6525
Nomenclatura náutica,&lt;p&gt;¿Cómo se denomina la línea que separa la obra viva de la obra muerta?&lt;/p&gt;,,,radio,1,,,,off,off,1,Línea de crujía.::0::0::::::A::26101::::;;Línea de través.::0::0::::::A::26102::::;;Línea de flotación.::1::0::::::A::26103::::;;Línea de carena.::0::0::::::A::26104::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6526
Nomenclatura náutica,"&lt;p&gt;La parte sumergida del buque, es decir, la comprendida desde la quilla hasta la línea de flotación, se llama:&lt;/p&gt;",,,radio,1,,,,off,off,1,Obra muerta.::0::0::::::A::26105::::;;Obra viva.::1::0::::::A::26106::::;;Obra sumergida.::0::0::::::A::26107::::;;Obra mojada.::0::0::::::A::26108::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6527
Nomenclatura náutica,&lt;p&gt;El calado medio es:&lt;/p&gt;,,,radio,1,,,,off,off,1,El calado en el medio.::0::0::::::A::26109::::;;La semisuma de los calados de proa y popa.::1::0::::::A::26110::::;;La diferencia entre los calados de proa y popa.::0::0::::::A::26111::::;;Distancia medida en la mitad de la eslora entre la línea de flotación y la quilla.::0::0::::::A::26112::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6528
Nomenclatura náutica,&lt;p&gt;¿Qué es el asiento?&lt;/p&gt;,,,radio,1,,,,off,off,1,La distancia entre la vertical de proa y la de popa.::0::0::::::A::26113::::;;Es la diferencia entre el calado de popa y el calado de proa.::1::0::::::A::26114::::;;Es la distancia vertical entre la línea de flotación y la quilla del buque.::0::0::::::A::26115::::;;Ninguna de las respuestas anteriores es correcta.::0::0::::::A::26116::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6529
Elementos de amarre y fondeo,&lt;p&gt;¿Cómo se denomina al extremo libre de un cabo o cable?&lt;/p&gt;,,,radio,1,,,,off,off,1,Chicote.::1::0::::::A::26117::::;;Amarra.::0::0::::::A::26118::::;;Seno.::0::0::::::A::26119::::;;Firme.::0::0::::::A::26120::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6530
Elementos de amarre y fondeo,"&lt;p&gt;A la hora de elegir un buen tenedero, elegiremos preferentemente:&lt;/p&gt;",,,radio,1,,,,off,off,1,Fondos de arena.::1::0::::::A::26121::::;;Fondos de piedra.::0::0::::::A::26122::::;;Fondos de algas.::0::0::::::A::26123::::;;Fondos de roca.::0::0::::::A::26124::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6531
Seguridad,"&lt;p&gt;Teniendo la mar de través, ¿Qué podemos hacer para disminuir el efecto de balance?&lt;/p&gt;",,,radio,1,,,,off,off,1,Disminuir la velocidad.::0::0::::::A::26125::::;;Gobernar con mucha caña.::0::0::::::A::26126::::;;Gobernar con poca caña.::0::0::::::A::26127::::;;Cambiar de rumbo.::1::0::::::A::26128::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6532
Seguridad,&lt;p&gt;¿Qué debemos hacer si se nos aproxima un fuerte chubasco con viento?&lt;/p&gt;,,,radio,1,,,,off,off,1,Asegurar la estanqueidad del barco.::0::0::::::A::26129::::;;Estibar todos los elementos de a bordo y trincar todo aquello susceptible de moverse por efecto de la mar.::0::0::::::A::26130::::;;Dar la amura al viento.::0::0::::::A::26131::::;;Todas las respuestas anteriores son correctas.::1::0::::::A::26132::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6533
Seguridad,&lt;p&gt;Para determinar la velocidad de seguridad se tendrán en cuenta …&lt;/p&gt;,,,radio,1,,,,off,off,1,La visibilidad.::0::0::::::A::26133::::;;La densidad de tráfico.::0::0::::::A::26134::::;;La maniobrabilidad.::0::0::::::A::26135::::;;Las tres respuestas anteriores son correctas.::1::0::::::A::26136::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6534
Seguridad,&lt;p&gt;La maniobra de Boutakow se utiliza para:&lt;/p&gt;,,,radio,1,,,,off,off,1,Capear un temporal de proa.::0::0::::::A::26137::::;;Recoger a una persona del agua.::1::0::::::A::26138::::;;Hacer remolque a otra embarcación.::0::0::::::A::26139::::;;Navegar en aguas con baja visibilidad.::0::0::::::A::26140::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6535
Legislación,"&lt;p&gt;Todas las embarcaciones o artefactos flotantes, cualquiera que sea su medio de propulsión, que salgan o se dirijan a las playas, deberán hacerlo…&lt;/p&gt;",,,radio,1,,,,off,off,1,"Perpendicularmente a tierra.::0::0::::::A::26141::::;;Navegando con precaución y siempre a menos de tres nudos desde los 200 metros hasta la costa, o viceversa.::0::0::::::A::26142::::;;Si existen canales balizados de acceso, éstos se usarán obligatoriamente.::0::0::::::A::26143::::;;Todas las respuestas anteriores son correctas.::1::0::::::A::26144::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6536
Legislación,&lt;p&gt;Características del salvamento obligatorio:&lt;/p&gt;,,,radio,1,,,,off,off,1,"Es la ayuda prestada a un buque en situación desesperada, que ya no tiene esperanza de poner a salvo la propiedad y los bienes en peligro.::0::0::::::A::26145::::;;Se realiza a las personas.::0::0::::::A::26146::::;;Se incurre en responsabilidad penal si no se presta.::0::0::::::A::26147::::;;Todas las respuestas anteriores son correctas.::1::0::::::A::26148::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6537
Balizamiento,&lt;p&gt;Las marcas laterales de babor de la región A son:&lt;/p&gt;,,,radio,1,,,,off,off,1,De color amarillo.::0::0::::::A::26149::::;;De color blanco.::0::0::::::A::26150::::;;De color verde.::0::0::::::A::26151::::;;De color rojo.::1::0::::::A::26152::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6538
Balizamiento,"&lt;p&gt;¿Qué marca tiene de tope, dos conos negros superpuestos con los vértices apuntando para arriba?:&lt;/p&gt;",,,radio,1,,,,off,off,1,Las marcas especiales.::0::0::::::A::26153::::;;Las marcas de peligro aislado.::0::0::::::A::26154::::;;Las marcas de canal principal a babor.::0::0::::::A::26155::::;;La marca cardinal Norte.::1::0::::::A::26156::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6539
Balizamiento,"&lt;p&gt;Si navegando encontramos una boya negra sobre amarilla con dos conos negros superpuestos, con los vértices hacia arriba, pasaremos por….&lt;/p&gt;",,,radio,1,,,,off,off,1,el Norte de la boya.::1::0::::::A::26157::::;;el Este de la boya.::0::0::::::A::26158::::;;el Sur de la boya.::0::0::::::A::26159::::;;el Oeste de la boya.::0::0::::::A::26160::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6540
Balizamiento,"&lt;p&gt;¿Cuál de las siguientes marcas, tiene de marca de tope, dos esferas negras en línea vertical?:&lt;/p&gt;",,,radio,1,,,,off,off,1,Las marcas de peligro aislado.::1::0::::::A::26161::::;;Las marcas de aguas navegables.::0::0::::::A::26162::::;;Las marcas cardinales.::0::0::::::A::26163::::;;Las marcas especiales.::0::0::::::A::26164::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6541
